road_condition_score,traffic_score,weather_score,road_gradient,hauling_distance,truck_speed,shift,truck_id,loc_Front Kasovo,loc_Front Vatikan,loc_Front Wales,loc_Front Zambia
3.58,2.6,4.14,0.0,5.94,31.62,1,17,False,True,False,False
3.58,2.6,4.14,0.0,6.48,32.74,0,17,False,True,False,False
3.07,2.91,3.5,-0.01,6.05,31.7,1,9,False,False,True,False
3.27,2.88,3.74,0.25,6.97,31.48,0,3,False,False,False,False
2.9,3.04,3.59,-0.41,6.48,28.93,1,3,False,False,False,True
3.27,2.88,3.74,0.25,5.97,27.56,1,17,False,False,False,False
2.9,3.04,3.59,-0.41,7.15,26.07,1,10,False,False,False,True
3.58,2.6,4.14,0.0,7.61,31.16,1,13,False,True,False,False
2.9,3.04,3.59,-0.41,7.0,29.19,0,7,False,False,False,True
3.07,2.91,3.5,-0.01,6.74,30.94,0,1,False,False,True,False
3.07,2.91,3.5,-0.01,5.7,30.84,0,14,False,False,True,False
3.34,2.7,3.83,-0.02,4.57,29.81,0,19,True,False,False,False
3.34,2.7,3.83,-0.02,4.29,26.11,0,2,True,False,False,False
3.27,2.88,3.74,0.25,4.74,24.61,1,2,False,False,False,False
3.58,2.6,4.14,0.0,4.15,23.24,0,16,False,True,False,False
3.27,2.88,3.74,0.25,5.54,26.26,0,0,False,False,False,False
2.9,3.04,3.59,-0.41,10.24,34.25,0,18,False,False,False,True
2.9,3.04,3.59,-0.41,5.07,27.22,1,14,False,False,False,True
3.07,2.91,3.5,-0.01,5.45,28.28,1,19,False,False,True,False
3.07,2.91,3.5,-0.01,4.96,28.58,1,0,False,False,True,False
3.27,2.88,3.74,0.25,6.44,25.23,0,7,False,False,False,False
3.07,2.91,3.5,-0.01,4.41,26.59,0,2,False,False,True,False
2.9,3.04,3.59,-0.41,4.9,26.96,0,14,False,False,False,True
3.58,2.6,4.14,0.0,7.76,29.77,1,10,False,True,False,False
2.9,3.04,3.59,-0.41,4.85,26.69,1,0,False,False,False,True
3.58,2.6,4.14,0.0,6.49,28.78,0,4,False,True,False,False
3.58,2.6,4.14,0.0,5.77,32.75,1,17,False,True,False,False
3.07,2.91,3.5,-0.01,4.59,20.35,0,2,False,False,True,False
3.27,2.88,3.74,0.25,7.78,30.42,0,10,False,False,False,False
3.27,2.88,3.74,0.25,4.42,23.59,0,6,False,False,False,False
3.27,2.88,3.74,0.25,6.93,36.99,1,10,False,False,False,False
3.07,2.91,3.5,-0.01,6.48,31.11,1,10,False,False,True,False
3.34,2.7,3.83,-0.02,5.08,28.02,1,19,True,False,False,False
2.9,3.04,3.59,-0.41,5.1,28.57,0,4,False,False,False,True
3.34,2.7,3.83,-0.02,3.88,25.49,0,11,True,False,False,False
3.34,2.7,3.83,-0.02,4.15,23.33,1,11,True,False,False,False
3.27,2.88,3.74,0.25,9.91,35.8,0,18,False,False,False,False
3.07,2.91,3.5,-0.01,4.06,23.0,1,16,False,False,True,False
3.27,2.88,3.74,0.25,6.45,24.71,0,17,False,False,False,False
3.07,2.91,3.5,-0.01,7.15,26.98,0,1,False,False,True,False
3.27,2.88,3.74,0.25,6.15,31.52,1,12,False,False,False,False
3.07,2.91,3.5,-0.01,5.73,29.96,0,19,False,False,True,False
3.07,2.91,3.5,-0.01,5.57,25.94,1,12,False,False,True,False
3.58,2.6,4.14,0.0,9.15,28.46,0,13,False,True,False,False
3.58,2.6,4.14,0.0,5.37,29.3,1,4,False,True,False,False
3.27,2.88,3.74,0.25,6.2,30.27,0,17,False,False,False,False
2.9,3.04,3.59,-0.41,8.84,35.04,1,13,False,False,False,True
2.9,3.04,3.59,-0.41,3.99,25.78,1,11,False,False,False,True
2.9,3.04,3.59,-0.41,5.39,26.55,0,0,False,False,False,True
3.07,2.91,3.5,-0.01,5.79,27.07,1,19,False,False,True,False
3.27,2.88,3.74,0.25,7.34,28.14,0,10,False,False,False,False
3.27,2.88,3.74,0.25,5.25,25.59,1,19,False,False,False,False
3.34,2.7,3.83,-0.02,10.15,26.74,0,8,True,False,False,False
3.27,2.88,3.74,0.25,6.12,24.82,1,4,False,False,False,False
3.27,2.88,3.74,0.25,5.48,27.41,0,19,False,False,False,False
3.27,2.88,3.74,0.25,7.53,30.69,0,10,False,False,False,False
2.9,3.04,3.59,-0.41,5.19,27.6,0,0,False,False,False,True
2.9,3.04,3.59,-0.41,9.42,30.5,1,8,False,False,False,True
3.27,2.88,3.74,0.25,5.0,23.83,1,14,False,False,False,False
2.9,3.04,3.59,-0.41,4.58,22.18,1,11,False,False,False,True
3.27,2.88,3.74,0.25,7.29,30.22,0,15,False,False,False,False
2.9,3.04,3.59,-0.41,9.56,34.18,1,13,False,False,False,True
2.9,3.04,3.59,-0.41,5.22,23.49,1,6,False,False,False,True
3.58,2.6,4.14,0.0,8.24,28.49,0,13,False,True,False,False
3.27,2.88,3.74,0.25,7.17,30.39,0,10,False,False,False,False
3.34,2.7,3.83,-0.02,5.3,25.55,0,0,True,False,False,False
3.34,2.7,3.83,-0.02,6.19,29.97,0,4,True,False,False,False
3.34,2.7,3.83,-0.02,4.22,25.43,1,11,True,False,False,False
3.58,2.6,4.14,0.0,4.13,23.89,1,16,False,True,False,False
2.9,3.04,3.59,-0.41,4.51,24.28,0,6,False,False,False,True
3.07,2.91,3.5,-0.01,8.18,29.62,1,13,False,False,True,False
3.27,2.88,3.74,0.25,5.51,29.11,1,14,False,False,False,False
3.34,2.7,3.83,-0.02,4.76,26.27,0,6,True,False,False,False
3.27,2.88,3.74,0.25,7.26,26.75,1,10,False,False,False,False
2.9,3.04,3.59,-0.41,5.02,25.42,0,14,False,False,False,True
3.27,2.88,3.74,0.25,6.01,33.21,0,7,False,False,False,False
2.9,3.04,3.59,-0.41,4.51,25.79,1,2,False,False,False,True
3.07,2.91,3.5,-0.01,6.03,29.67,1,4,False,False,True,False
3.07,2.91,3.5,-0.01,6.31,30.72,1,17,False,False,True,False
3.58,2.6,4.14,0.0,7.5,30.24,0,5,False,True,False,False
2.9,3.04,3.59,-0.41,5.27,28.18,1,9,False,False,False,True
3.34,2.7,3.83,-0.02,4.15,24.64,1,11,True,False,False,False
3.34,2.7,3.83,-0.02,7.72,31.08,0,10,True,False,False,False
3.58,2.6,4.14,0.0,9.22,32.56,1,18,False,True,False,False
3.07,2.91,3.5,-0.01,5.17,22.19,1,9,False,False,True,False
3.27,2.88,3.74,0.25,6.07,24.59,0,12,False,False,False,False
3.27,2.88,3.74,0.25,8.0,29.51,1,10,False,False,False,False
2.9,3.04,3.59,-0.41,5.05,30.11,1,0,False,False,False,True
3.34,2.7,3.83,-0.02,7.65,36.16,1,3,True,False,False,False
3.27,2.88,3.74,0.25,8.95,30.77,0,8,False,False,False,False
3.58,2.6,4.14,0.0,6.81,22.68,0,1,False,True,False,False
3.34,2.7,3.83,-0.02,7.2,25.62,0,3,True,False,False,False
3.34,2.7,3.83,-0.02,5.28,29.43,0,19,True,False,False,False
3.27,2.88,3.74,0.25,6.8,31.27,1,17,False,False,False,False
3.07,2.91,3.5,-0.01,5.04,26.84,0,0,False,False,True,False
3.27,2.88,3.74,0.25,9.46,29.11,1,13,False,False,False,False
3.58,2.6,4.14,0.0,7.07,32.43,1,1,False,True,False,False
3.58,2.6,4.14,0.0,5.81,28.91,0,7,False,True,False,False
3.58,2.6,4.14,0.0,5.73,32.73,1,12,False,True,False,False
3.27,2.88,3.74,0.25,6.58,29.33,0,12,False,False,False,False
3.27,2.88,3.74,0.25,5.32,35.51,1,9,False,False,False,False
3.34,2.7,3.83,-0.02,5.45,31.4,1,4,True,False,False,False
3.34,2.7,3.83,-0.02,6.5,31.38,0,17,True,False,False,False
3.27,2.88,3.74,0.25,9.89,30.15,1,18,False,False,False,False
3.58,2.6,4.14,0.0,8.21,35.04,1,13,False,True,False,False
3.27,2.88,3.74,0.25,5.05,28.09,0,14,False,False,False,False
2.9,3.04,3.59,-0.41,5.2,33.1,0,0,False,False,False,True
3.34,2.7,3.83,-0.02,7.75,28.04,1,10,True,False,False,False
3.34,2.7,3.83,-0.02,4.04,25.3,1,16,True,False,False,False
2.9,3.04,3.59,-0.41,7.43,29.14,1,10,False,False,False,True
3.58,2.6,4.14,0.0,4.79,21.88,1,2,False,True,False,False
3.58,2.6,4.14,0.0,6.93,26.44,1,7,False,True,False,False
3.34,2.7,3.83,-0.02,4.48,24.16,0,11,True,False,False,False
3.07,2.91,3.5,-0.01,5.64,32.0,1,9,False,False,True,False
3.27,2.88,3.74,0.25,6.73,29.62,0,7,False,False,False,False
3.07,2.91,3.5,-0.01,6.8,28.36,0,1,False,False,True,False
3.34,2.7,3.83,-0.02,8.46,33.03,0,13,True,False,False,False
2.9,3.04,3.59,-0.41,5.8,29.13,1,9,False,False,False,True
3.07,2.91,3.5,-0.01,7.34,28.14,0,10,False,False,True,False
3.27,2.88,3.74,0.25,6.48,29.62,1,7,False,False,False,False
3.07,2.91,3.5,-0.01,6.85,28.9,0,17,False,False,True,False
3.34,2.7,3.83,-0.02,6.19,28.39,1,4,True,False,False,False
3.07,2.91,3.5,-0.01,5.47,27.55,1,14,False,False,True,False
3.58,2.6,4.14,0.0,4.05,27.41,0,16,False,True,False,False
3.58,2.6,4.14,0.0,3.32,24.6,0,16,False,True,False,False
3.58,2.6,4.14,0.0,4.12,28.25,1,2,False,True,False,False
3.58,2.6,4.14,0.0,4.95,25.84,1,14,False,True,False,False
3.07,2.91,3.5,-0.01,5.04,28.83,1,14,False,False,True,False
3.07,2.91,3.5,-0.01,8.31,34.49,1,10,False,False,True,False
3.07,2.91,3.5,-0.01,8.9,30.55,0,8,False,False,True,False
3.07,2.91,3.5,-0.01,6.24,30.31,1,7,False,False,True,False
3.58,2.6,4.14,0.0,3.93,23.57,0,16,False,True,False,False
3.27,2.88,3.74,0.25,6.01,28.09,1,4,False,False,False,False
3.34,2.7,3.83,-0.02,5.02,28.01,1,6,True,False,False,False
3.34,2.7,3.83,-0.02,3.8,25.56,0,11,True,False,False,False
3.34,2.7,3.83,-0.02,7.77,30.86,0,15,True,False,False,False
3.27,2.88,3.74,0.25,5.49,28.99,0,9,False,False,False,False
3.34,2.7,3.83,-0.02,8.55,34.66,0,13,True,False,False,False
3.27,2.88,3.74,0.25,7.78,30.42,1,10,False,False,False,False
3.07,2.91,3.5,-0.01,7.16,30.04,0,1,False,False,True,False
3.27,2.88,3.74,0.25,8.02,27.48,1,1,False,False,False,False
2.9,3.04,3.59,-0.41,7.35,28.39,0,3,False,False,False,True
3.58,2.6,4.14,0.0,4.4,24.72,0,2,False,True,False,False
3.34,2.7,3.83,-0.02,6.5,35.06,1,7,True,False,False,False
3.58,2.6,4.14,0.0,4.41,24.38,1,11,False,True,False,False
3.27,2.88,3.74,0.25,4.73,23.87,1,2,False,False,False,False
2.9,3.04,3.59,-0.41,5.45,21.58,0,14,False,False,False,True
3.27,2.88,3.74,0.25,5.68,26.98,0,12,False,False,False,False
3.07,2.91,3.5,-0.01,5.26,27.39,0,19,False,False,True,False
2.9,3.04,3.59,-0.41,3.77,26.75,1,16,False,False,False,True
3.58,2.6,4.14,0.0,6.3,22.87,1,7,False,True,False,False
3.34,2.7,3.83,-0.02,6.35,29.23,1,1,True,False,False,False
3.58,2.6,4.14,0.0,7.14,29.1,1,3,False,True,False,False
2.9,3.04,3.59,-0.41,9.51,35.13,0,18,False,False,False,True
3.27,2.88,3.74,0.25,5.43,24.32,0,6,False,False,False,False
3.27,2.88,3.74,0.25,6.04,28.22,0,7,False,False,False,False
3.27,2.88,3.74,0.25,5.83,27.31,0,12,False,False,False,False
3.07,2.91,3.5,-0.01,4.68,24.79,0,2,False,False,True,False
3.34,2.7,3.83,-0.02,4.42,24.7,1,2,True,False,False,False
3.34,2.7,3.83,-0.02,4.96,23.68,1,14,True,False,False,False
3.07,2.91,3.5,-0.01,4.7,29.5,1,19,False,False,True,False
3.58,2.6,4.14,0.0,7.23,31.26,0,7,False,True,False,False
3.07,2.91,3.5,-0.01,8.31,28.09,1,10,False,False,True,False
3.27,2.88,3.74,0.25,5.44,24.27,0,19,False,False,False,False
2.9,3.04,3.59,-0.41,5.48,28.57,0,9,False,False,False,True
3.27,2.88,3.74,0.25,4.74,29.06,0,0,False,False,False,False
3.58,2.6,4.14,0.0,5.89,29.13,1,19,False,True,False,False
3.58,2.6,4.14,0.0,6.35,29.79,1,10,False,True,False,False
3.58,2.6,4.14,0.0,7.18,29.2,1,5,False,True,False,False
2.9,3.04,3.59,-0.41,7.67,35.57,0,18,False,False,False,True
2.9,3.04,3.59,-0.41,5.51,27.39,0,0,False,False,False,True
3.58,2.6,4.14,0.0,4.62,27.59,1,2,False,True,False,False
3.34,2.7,3.83,-0.02,5.39,24.24,0,19,True,False,False,False
2.9,3.04,3.59,-0.41,6.38,30.94,1,7,False,False,False,True
3.34,2.7,3.83,-0.02,4.23,24.16,0,16,True,False,False,False
3.34,2.7,3.83,-0.02,5.68,32.9,1,17,True,False,False,False
3.34,2.7,3.83,-0.02,6.98,27.64,0,7,True,False,False,False
3.07,2.91,3.5,-0.01,6.92,25.72,0,10,False,False,True,False
3.34,2.7,3.83,-0.02,4.9,23.99,1,2,True,False,False,False
3.58,2.6,4.14,0.0,5.7,28.47,0,0,False,True,False,False
3.34,2.7,3.83,-0.02,5.79,30.02,0,19,True,False,False,False
2.9,3.04,3.59,-0.41,10.23,30.88,0,8,False,False,False,True
2.9,3.04,3.59,-0.41,6.61,28.49,1,1,False,False,False,True
3.07,2.91,3.5,-0.01,9.92,36.79,1,8,False,False,True,False
3.34,2.7,3.83,-0.02,11.21,33.61,0,18,True,False,False,False
3.27,2.88,3.74,0.25,9.03,31.19,0,13,False,False,False,False
2.9,3.04,3.59,-0.41,6.85,29.58,1,1,False,False,False,True
3.34,2.7,3.83,-0.02,6.79,31.68,1,5,True,False,False,False
3.58,2.6,4.14,0.0,8.04,30.31,0,18,False,True,False,False
2.9,3.04,3.59,-0.41,5.04,33.19,1,19,False,False,False,True
2.9,3.04,3.59,-0.41,8.79,39.57,0,18,False,False,False,True
2.9,3.04,3.59,-0.41,4.87,25.95,1,11,False,False,False,True
3.07,2.91,3.5,-0.01,6.04,32.55,1,17,False,False,True,False
3.58,2.6,4.14,0.0,8.75,31.38,0,13,False,True,False,False
3.27,2.88,3.74,0.25,4.39,24.84,1,2,False,False,False,False
2.9,3.04,3.59,-0.41,6.52,26.63,1,10,False,False,False,True
3.58,2.6,4.14,0.0,5.69,29.23,1,12,False,True,False,False
2.9,3.04,3.59,-0.41,8.92,39.94,1,18,False,False,False,True
3.27,2.88,3.74,0.25,3.78,23.21,0,16,False,False,False,False
2.9,3.04,3.59,-0.41,7.29,28.23,0,5,False,False,False,True
3.58,2.6,4.14,0.0,5.85,28.6,1,9,False,True,False,False
3.58,2.6,4.14,0.0,4.4,24.72,0,2,False,True,False,False
3.34,2.7,3.83,-0.02,4.98,24.06,0,14,True,False,False,False
2.9,3.04,3.59,-0.41,5.41,24.98,0,4,False,False,False,True
3.34,2.7,3.83,-0.02,5.1,21.33,1,4,True,False,False,False
3.07,2.91,3.5,-0.01,9.15,28.46,0,13,False,False,True,False
3.07,2.91,3.5,-0.01,6.08,30.83,1,17,False,False,True,False
2.9,3.04,3.59,-0.41,4.73,30.25,0,0,False,False,False,True
3.27,2.88,3.74,0.25,5.63,28.87,1,9,False,False,False,False
3.34,2.7,3.83,-0.02,7.23,38.0,0,3,True,False,False,False
3.27,2.88,3.74,0.25,6.65,27.46,0,4,False,False,False,False
3.07,2.91,3.5,-0.01,7.13,27.23,1,10,False,False,True,False
3.34,2.7,3.83,-0.02,6.86,37.34,0,3,True,False,False,False
3.07,2.91,3.5,-0.01,5.06,29.53,0,19,False,False,True,False
3.34,2.7,3.83,-0.02,4.9,28.55,0,4,True,False,False,False
2.9,3.04,3.59,-0.41,9.31,34.47,0,8,False,False,False,True
3.27,2.88,3.74,0.25,8.87,31.24,0,18,False,False,False,False
2.9,3.04,3.59,-0.41,5.15,27.97,1,19,False,False,False,True
2.9,3.04,3.59,-0.41,5.23,33.25,0,17,False,False,False,True
3.27,2.88,3.74,0.25,7.27,32.99,1,3,False,False,False,False
3.27,2.88,3.74,0.25,5.93,31.38,1,7,False,False,False,False
3.27,2.88,3.74,0.25,8.61,30.59,0,13,False,False,False,False
3.58,2.6,4.14,0.0,5.69,26.08,1,19,False,True,False,False
3.34,2.7,3.83,-0.02,8.43,26.23,1,13,True,False,False,False
2.9,3.04,3.59,-0.41,5.08,27.84,1,0,False,False,False,True
3.58,2.6,4.14,0.0,9.94,36.79,0,18,False,True,False,False
3.58,2.6,4.14,0.0,5.98,25.33,0,9,False,True,False,False
3.07,2.91,3.5,-0.01,6.8,32.25,1,1,False,False,True,False
3.07,2.91,3.5,-0.01,9.31,31.38,1,8,False,False,True,False
3.27,2.88,3.74,0.25,4.48,24.16,1,11,False,False,False,False
3.58,2.6,4.14,0.0,7.81,31.72,1,3,False,True,False,False
3.07,2.91,3.5,-0.01,4.38,27.07,0,14,False,False,True,False
3.58,2.6,4.14,0.0,6.62,31.99,1,10,False,True,False,False
3.58,2.6,4.14,0.0,5.2,28.4,1,19,False,True,False,False
2.9,3.04,3.59,-0.41,5.54,26.26,1,0,False,False,False,True
3.27,2.88,3.74,0.25,6.59,25.03,0,12,False,False,False,False
3.58,2.6,4.14,0.0,8.29,22.94,1,13,False,True,False,False
3.27,2.88,3.74,0.25,4.09,24.64,0,16,False,False,False,False
3.07,2.91,3.5,-0.01,9.08,37.71,0,13,False,False,True,False
3.58,2.6,4.14,0.0,10.32,36.4,1,18,False,True,False,False
3.58,2.6,4.14,0.0,8.19,38.68,1,18,False,True,False,False
3.07,2.91,3.5,-0.01,5.67,24.26,1,4,False,False,True,False
2.9,3.04,3.59,-0.41,9.74,32.28,1,13,False,False,False,True
3.34,2.7,3.83,-0.02,4.82,27.47,0,2,True,False,False,False
2.9,3.04,3.59,-0.41,4.07,23.42,0,11,False,False,False,True
3.34,2.7,3.83,-0.02,4.62,23.47,1,2,True,False,False,False
3.58,2.6,4.14,0.0,6.91,29.31,1,7,False,True,False,False
3.07,2.91,3.5,-0.01,9.89,30.15,0,18,False,False,True,False
3.34,2.7,3.83,-0.02,5.02,31.0,0,19,True,False,False,False
3.07,2.91,3.5,-0.01,5.19,32.92,0,9,False,False,True,False
3.07,2.91,3.5,-0.01,8.93,38.52,1,18,False,False,True,False
3.34,2.7,3.83,-0.02,4.03,23.66,0,11,True,False,False,False
3.58,2.6,4.14,0.0,4.37,21.71,0,16,False,True,False,False
3.58,2.6,4.14,0.0,6.59,25.03,1,12,False,True,False,False
3.07,2.91,3.5,-0.01,5.14,27.09,1,0,False,False,True,False
3.27,2.88,3.74,0.25,7.02,28.05,0,5,False,False,False,False
3.34,2.7,3.83,-0.02,8.93,38.52,0,18,True,False,False,False
3.58,2.6,4.14,0.0,4.39,24.84,0,6,False,True,False,False
3.34,2.7,3.83,-0.02,4.58,25.65,1,14,True,False,False,False
3.34,2.7,3.83,-0.02,10.54,37.51,0,13,True,False,False,False
3.58,2.6,4.14,0.0,6.43,27.51,0,12,False,True,False,False
2.9,3.04,3.59,-0.41,6.49,26.61,1,7,False,False,False,True
3.07,2.91,3.5,-0.01,7.6,34.47,1,3,False,False,True,False
3.07,2.91,3.5,-0.01,7.61,27.42,0,10,False,False,True,False
2.9,3.04,3.59,-0.41,8.2,32.43,1,15,False,False,False,True
3.34,2.7,3.83,-0.02,4.32,25.61,1,11,True,False,False,False
3.07,2.91,3.5,-0.01,8.65,37.26,0,8,False,False,True,False
3.07,2.91,3.5,-0.01,6.17,29.51,1,7,False,False,True,False
2.9,3.04,3.59,-0.41,3.48,25.51,1,16,False,False,False,True
3.27,2.88,3.74,0.25,5.14,28.5,0,14,False,False,False,False
3.34,2.7,3.83,-0.02,5.74,27.55,0,4,True,False,False,False
3.27,2.88,3.74,0.25,9.78,28.23,1,13,False,False,False,False
3.58,2.6,4.14,0.0,4.14,26.39,0,2,False,True,False,False
3.27,2.88,3.74,0.25,8.67,34.12,0,18,False,False,False,False
3.27,2.88,3.74,0.25,7.78,28.49,1,1,False,False,False,False
3.27,2.88,3.74,0.25,7.13,29.12,1,5,False,False,False,False
3.07,2.91,3.5,-0.01,3.81,19.13,1,16,False,False,True,False
2.9,3.04,3.59,-0.41,7.55,32.39,1,15,False,False,False,True
3.58,2.6,4.14,0.0,4.26,21.66,0,16,False,True,False,False
2.9,3.04,3.59,-0.41,8.6,31.53,0,18,False,False,False,True
3.07,2.91,3.5,-0.01,6.54,25.5,1,17,False,False,True,False
3.34,2.7,3.83,-0.02,5.1,29.14,0,0,True,False,False,False
3.07,2.91,3.5,-0.01,6.03,29.44,1,1,False,False,True,False
3.27,2.88,3.74,0.25,4.36,26.22,1,11,False,False,False,False
3.27,2.88,3.74,0.25,5.21,29.46,1,19,False,False,False,False
2.9,3.04,3.59,-0.41,10.04,31.42,0,18,False,False,False,True
3.07,2.91,3.5,-0.01,4.7,25.41,1,14,False,False,True,False
2.9,3.04,3.59,-0.41,6.12,32.25,0,7,False,False,False,True
3.07,2.91,3.5,-0.01,5.13,31.41,0,9,False,False,True,False
3.34,2.7,3.83,-0.02,7.07,33.62,1,3,True,False,False,False
2.9,3.04,3.59,-0.41,6.29,31.46,0,3,False,False,False,True
2.9,3.04,3.59,-0.41,6.04,25.98,1,4,False,False,False,True
3.07,2.91,3.5,-0.01,6.6,31.53,0,1,False,False,True,False
3.34,2.7,3.83,-0.02,5.19,28.09,0,6,True,False,False,False
2.9,3.04,3.59,-0.41,4.19,22.64,1,16,False,False,False,True
3.07,2.91,3.5,-0.01,7.61,28.33,0,17,False,False,True,False
2.9,3.04,3.59,-0.41,7.24,30.98,0,7,False,False,False,True
3.58,2.6,4.14,0.0,7.02,34.09,1,15,False,True,False,False
3.07,2.91,3.5,-0.01,8.05,31.44,0,18,False,False,True,False
3.58,2.6,4.14,0.0,8.92,32.61,0,13,False,True,False,False
2.9,3.04,3.59,-0.41,8.21,33.04,1,13,False,False,False,True
2.9,3.04,3.59,-0.41,8.1,34.6,1,15,False,False,False,True
3.58,2.6,4.14,0.0,7.7,29.79,0,15,False,True,False,False
3.07,2.91,3.5,-0.01,7.06,28.76,1,17,False,False,True,False
3.34,2.7,3.83,-0.02,7.34,28.11,0,10,True,False,False,False
3.27,2.88,3.74,0.25,8.02,27.61,0,3,False,False,False,False
3.34,2.7,3.83,-0.02,5.38,27.31,1,14,True,False,False,False
3.58,2.6,4.14,0.0,9.56,34.18,1,13,False,True,False,False
3.34,2.7,3.83,-0.02,7.49,29.36,1,10,True,False,False,False
3.58,2.6,4.14,0.0,6.33,28.41,0,12,False,True,False,False
3.58,2.6,4.14,0.0,8.63,35.31,1,8,False,True,False,False
3.58,2.6,4.14,0.0,5.18,30.86,1,19,False,True,False,False
3.34,2.7,3.83,-0.02,5.25,27.64,1,6,True,False,False,False
3.58,2.6,4.14,0.0,7.69,30.06,1,10,False,True,False,False
3.34,2.7,3.83,-0.02,7.03,33.05,0,3,True,False,False,False
3.27,2.88,3.74,0.25,5.11,22.33,0,14,False,False,False,False
3.58,2.6,4.14,0.0,9.11,37.32,0,8,False,True,False,False
2.9,3.04,3.59,-0.41,7.79,33.12,1,15,False,False,False,True
3.07,2.91,3.5,-0.01,6.09,26.22,0,12,False,False,True,False
3.27,2.88,3.74,0.25,6.74,31.21,1,3,False,False,False,False
3.58,2.6,4.14,0.0,10.54,38.62,0,18,False,True,False,False
3.34,2.7,3.83,-0.02,6.85,32.38,1,3,True,False,False,False
3.07,2.91,3.5,-0.01,4.19,26.57,1,0,False,False,True,False
3.27,2.88,3.74,0.25,7.04,31.47,0,1,False,False,False,False
2.9,3.04,3.59,-0.41,6.89,31.21,0,7,False,False,False,True
2.9,3.04,3.59,-0.41,6.24,26.15,0,17,False,False,False,True
3.58,2.6,4.14,0.0,7.37,31.27,1,3,False,True,False,False
3.58,2.6,4.14,0.0,8.04,30.21,1,15,False,True,False,False
3.27,2.88,3.74,0.25,6.93,29.95,0,17,False,False,False,False
3.07,2.91,3.5,-0.01,7.32,36.24,1,8,False,False,True,False
3.07,2.91,3.5,-0.01,7.07,32.43,1,1,False,False,True,False
3.34,2.7,3.83,-0.02,6.77,31.44,0,3,True,False,False,False
3.34,2.7,3.83,-0.02,6.49,29.84,0,1,True,False,False,False
3.58,2.6,4.14,0.0,8.23,31.95,1,13,False,True,False,False
3.58,2.6,4.14,0.0,5.87,31.4,0,9,False,True,False,False
3.58,2.6,4.14,0.0,7.85,35.43,0,5,False,True,False,False
2.9,3.04,3.59,-0.41,6.5,28.37,0,17,False,False,False,True
3.58,2.6,4.14,0.0,5.56,31.14,0,4,False,True,False,False
2.9,3.04,3.59,-0.41,5.98,23.94,0,9,False,False,False,True
3.34,2.7,3.83,-0.02,6.3,33.09,0,1,True,False,False,False
3.07,2.91,3.5,-0.01,6.96,33.69,1,3,False,False,True,False
2.9,3.04,3.59,-0.41,10.36,40.38,0,18,False,False,False,True
3.34,2.7,3.83,-0.02,5.82,25.3,1,19,True,False,False,False
3.34,2.7,3.83,-0.02,5.68,28.2,1,0,True,False,False,False
3.07,2.91,3.5,-0.01,8.63,35.69,0,8,False,False,True,False
2.9,3.04,3.59,-0.41,4.92,30.21,0,0,False,False,False,True
3.27,2.88,3.74,0.25,9.0,32.02,1,13,False,False,False,False
3.58,2.6,4.14,0.0,3.89,22.25,0,11,False,True,False,False
3.58,2.6,4.14,0.0,6.71,29.18,0,17,False,True,False,False
3.27,2.88,3.74,0.25,5.62,30.9,1,9,False,False,False,False
3.58,2.6,4.14,0.0,5.44,26.08,0,0,False,True,False,False
2.9,3.04,3.59,-0.41,5.05,27.32,1,6,False,False,False,True
3.27,2.88,3.74,0.25,3.57,22.27,0,16,False,False,False,False
3.07,2.91,3.5,-0.01,4.98,26.62,0,6,False,False,True,False
3.07,2.91,3.5,-0.01,7.29,29.57,1,3,False,False,True,False
2.9,3.04,3.59,-0.41,6.17,31.0,0,1,False,False,False,True
3.58,2.6,4.14,0.0,4.43,27.51,0,11,False,True,False,False
3.58,2.6,4.14,0.0,4.92,28.66,0,6,False,True,False,False
2.9,3.04,3.59,-0.41,5.61,32.42,1,19,False,False,False,True
3.58,2.6,4.14,0.0,3.98,23.19,0,11,False,True,False,False
3.07,2.91,3.5,-0.01,5.34,31.47,1,14,False,False,True,False
3.27,2.88,3.74,0.25,7.54,33.92,1,5,False,False,False,False
2.9,3.04,3.59,-0.41,5.71,26.53,1,12,False,False,False,True
3.27,2.88,3.74,0.25,5.21,29.98,0,9,False,False,False,False
2.9,3.04,3.59,-0.41,4.69,24.92,1,2,False,False,False,True
3.58,2.6,4.14,0.0,8.27,31.49,1,13,False,True,False,False
3.58,2.6,4.14,0.0,6.03,29.44,0,1,False,True,False,False
2.9,3.04,3.59,-0.41,3.85,24.98,0,11,False,False,False,True
3.07,2.91,3.5,-0.01,4.93,25.56,1,6,False,False,True,False
3.27,2.88,3.74,0.25,3.8,22.54,0,16,False,False,False,False
3.34,2.7,3.83,-0.02,5.46,30.73,0,19,True,False,False,False
3.58,2.6,4.14,0.0,9.87,30.79,0,18,False,True,False,False
3.27,2.88,3.74,0.25,6.85,30.78,1,10,False,False,False,False
3.27,2.88,3.74,0.25,7.04,28.98,0,17,False,False,False,False
3.07,2.91,3.5,-0.01,4.37,25.57,1,0,False,False,True,False
3.27,2.88,3.74,0.25,7.37,31.27,1,3,False,False,False,False
2.9,3.04,3.59,-0.41,9.8,35.78,1,18,False,False,False,True
3.07,2.91,3.5,-0.01,5.17,28.62,1,19,False,False,True,False
2.9,3.04,3.59,-0.41,7.27,28.98,1,15,False,False,False,True
3.07,2.91,3.5,-0.01,8.36,28.42,1,5,False,False,True,False
